grouptax;sortnophyl;id;sname;authorship;rank;uninomen;accepted;related_to_accepted;basionym;fk_aphia_basionym;protonym;remarks;parent_id;fk_telangio_taxon;phylum;authonym;year;sortnospe;nothonym;prefavatar;fk_ref_morphonym;comnames;comnames_languages;fk_ref_comnames;taxonp;taxongp;fk_eunis_morphonym;fk_aphia_morphonym;fk_aphia_ergonym;fk_aphia_parent;checked_by;checked_date;validated_by;validated_date;workfield;status_synonymy;status_onym;status_chresonym;Fossil
Harpacticoida;101450;86211;Ectinosoma;Boeck, 1865;Genus;Ectinosoma;1;86211;1;115333;1;;86207;86207;Harpacticoida;Boeck;1865;96444;0;1;;;;;Ectinosomatidae;Harpacticoida;;115333;115333;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101905;86225;Pseudobradya;Sars G.O., 1904;Genus;Pseudobradya;1;86225;1;115345;1;;86207;86207;Harpacticoida;Sars G.O.;1904;96456;0;1;;;;;Ectinosomatidae;Harpacticoida;;115345;115345;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101555;86264;Halectinosoma;Lang, 1944;Genus;Halectinosoma;1;86264;1;534140;1;;86207;86207;Harpacticoida;Lang;1944;96447;0;1;;;;;Ectinosomatidae;Harpacticoida;;534140;115336;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101385;86280;Bradya;Boeck, 1873;Genus;Bradya;1;86280;1;115331;1;;86207;86207;Harpacticoida;Boeck;1873;96443;0;1;;;;;Ectinosomatidae;Harpacticoida;;115331;115331;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101355;86287;Arenosetella;Wilson C.B., 1932;Genus;Arenosetella;1;86287;1;115330;1;;86207;86207;Harpacticoida;Wilson C.B.;1932;96442;0;1;;;;;Ectinosomatidae;Harpacticoida;;115330;115330;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101535;86291;Ectinosomella;Sars G.O., 1910;Genus;Ectinosomella;1;86291;1;115334;1;;86207;86207;Harpacticoida;Sars G.O.;1910;96445;0;1;;;;;Ectinosomatidae;Harpacticoida;;115334;115334;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101745;86293;Halophytophilus;Brian, 1919;Genus;Halophytophilus;1;86293;1;115337;1;;86207;86207;Harpacticoida;Brian;1919;96448;0;1;;;;;Ectinosomatidae;Harpacticoida;;115337;115337;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101760;86295;Hastigerella;Nicholls, 1935;Genus;Hastigerella;1;86295;1;115338;1;;86207;86207;Harpacticoida;Nicholls;1935;96449;0;1;;;;;Ectinosomatidae;Harpacticoida;;115338;549166;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101825;86306;Lineosoma;Wells, 1965;Genus;Lineosoma;1;86306;1;115340;1;;86207;86207;Harpacticoida;Wells;1965;96450;0;1;;;;;Ectinosomatidae;Harpacticoida;;115340;115342;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101860;86310;Noodtiella;Wells, 1965;Genus;Noodtiella;1;86310;1;115342;1;;86207;86207;Harpacticoida;Wells;1965;96452;0;1;;;;;Ectinosomatidae;Harpacticoida;;115342;115342;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101875;86313;Oikopus;Wells, 1967;Genus;Oikopus;1;86313;1;149971;1;;86207;86207;Harpacticoida;Wells;1967;96453;0;1;;;;;Ectinosomatidae;Harpacticoida;;149971;149971;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101885;86315;Peltobradya;Médioni & Soyer, 1967;Genus;Peltobradya;1;86315;1;115343;1;;86207;86207;Harpacticoida;Médioni & Soyer;1967;96454;0;1;;;;;Ectinosomatidae;Harpacticoida;;115343;115343;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101895;86317;Pseudectinosoma;Kunz, 1935;Genus;Pseudectinosoma;1;86317;1;115344;1;;86207;86207;Harpacticoida;Kunz;1935;96455;0;1;;;;;Ectinosomatidae;Harpacticoida;;115344;115344;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102105;86319;Sigmatidium;Giesbrecht, 1881;Genus;Sigmatidium;1;86319;1;115346;1;;86207;86207;Harpacticoida;Giesbrecht;1881;96457;0;1;;;;;Ectinosomatidae;Harpacticoida;;115346;115346;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102130;86324;Tetanopsis;Brady, 1910;Genus;Tetanopsis;1;86324;1;115347;1;;86207;86207;Harpacticoida;Brady;1910;96458;0;1;;;;;Ectinosomatidae;Harpacticoida;;115347;115347;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;101545;86327;Ectinosomoides;Nicholls, 1945;Genus;Ectinosomoides;1;86327;1;115335;1;;86207;86207;Harpacticoida;Nicholls;1945;96446;0;1;;;;;Ectinosomatidae;Harpacticoida;;115335;115335;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102215;86330;Harpacticus;Milne Edwards H., 1840;Genus;Harpacticus;1;86330;1;115349;1;;86329;86329;Harpacticoida;Milne Edwards H.;1840;96462;0;1;;;;;Harpacticidae;Harpacticoida;;115349;115349;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102495;86366;Zaus;Goodsir, 1845;Genus;Zaus;1;86366;1;115352;1;;86329;86329;Harpacticoida;Goodsir;1845;96466;0;1;;;;;Harpacticidae;Harpacticoida;;115352;115352;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102450;86373;Tigriopus;Norman, 1869;Genus;Tigriopus;1;86373;1;115351;1;;86329;86329;Harpacticoida;Norman;1869;96465;0;1;;;;;Harpacticidae;Harpacticoida;;115351;115351;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102545;86381;Zausodes;Wilson C.B., 1932;Genus;Zausodes;1;86381;1;150157;1;;86329;86329;Harpacticoida;Wilson C.B.;1932;96467;0;1;;;;;Harpacticidae;Harpacticoida;;150157;150157;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102180;86390;Discoharpacticus;Noodt, 1954;Genus;Discoharpacticus;1;86390;1;150159;1;;86329;86329;Harpacticoida;Noodt;1954;96460;0;1;;;;;Harpacticidae;Harpacticoida;;150159;150159;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102190;86392;Harpacticella;Sars G.O., 1908;Genus;Harpacticella;1;86392;1;150155;1;;86329;86329;Harpacticoida;Sars G.O.;1908;96461;0;1;;;;;Harpacticidae;Harpacticoida;;150155;150155;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102400;86397;Paratigriopus;Itô, 1969;Genus;Paratigriopus;1;86397;1;150156;1;;86329;86329;Harpacticoida;Itô;1969;96463;0;1;;;;;Harpacticidae;Harpacticoida;;150156;150156;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102410;86399;Perissocope;Brady, 1910;Genus;Perissocope;1;86399;1;115350;1;;86329;86329;Harpacticoida;Brady;1910;96464;0;1;;;;;Harpacticidae;Harpacticoida;;115350;115350;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102590;86407;Zausopsis;Lang, 1934;Genus;Zausopsis;1;86407;1;150158;1;;86329;86329;Harpacticoida;Lang;1934;96468;0;1;;;;;Harpacticidae;Harpacticoida;;150158;150158;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;104980;86411;Alteutha;Baird, 1846;Genus;Alteutha;1;86411;1;115427;1;;86410;86410;Harpacticoida;Baird;1846;96534;0;1;;;;;Peltidiidae;Harpacticoida;;115427;115427;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105015;86414;Peltidium;Philippi, 1839;Genus;Peltidium;1;86414;1;115430;1;;86410;86410;Harpacticoida;Philippi;1839;96536;0;1;;;;;Peltidiidae;Harpacticoida;;115430;115430;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;99145;86441;Clytemnestra;Dana, 1847;Genus;Clytemnestra;1;86441;1;115273;1;;86440;86440;Harpacticoida;Dana;1847;96397;0;1;;;;;Clytemnestridae;Harpacticoida;;115273;115273;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;107035;86445;Tisbe;Lilljeborg, 1853;Genus;Tisbe;1;86445;1;115484;1;;86444;86444;Harpacticoida;Lilljeborg;1853;96592;0;1;;;;;Tisbidae;Harpacticoida;;115484;115484;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106890;86470;Scutellidium;Claus, 1866;Genus;Scutellidium;1;86470;1;115481;1;;86444;86444;Harpacticoida;Claus;1866;96589;0;1;;;;;Tisbidae;Harpacticoida;;115481;115481;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;107280;86492;Zosime;Boeck, 1873;Genus;Zosime;1;86492;1;115485;1;;86444;86444;Harpacticoida;Boeck;1873;96597;0;1;;;;;Tisbidae;Harpacticoida;;115485;115485;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106720;86497;Cholidya;Farran, 1914;Genus;Cholidya;1;86497;1;115474;1;;86444;86444;Harpacticoida;Farran;1914;96579;0;1;;;;;Tisbidae;Harpacticoida;;115474;115474;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106735;86499;Idyanthe;Sars G.O., 1909;Genus;Idyanthe;1;86499;1;115476;1;;86444;86444;Harpacticoida;Sars G.O.;1909;96580;0;1;;;;;Tisbidae;Harpacticoida;;115476;115476;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106760;86504;Idyanthopsis;Bocquet & Bozic, 1955;Genus;Idyanthopsis;1;86504;1;347289;1;;86444;86444;Harpacticoida;Bocquet & Bozic;1955;96581;0;1;;;;;Tisbidae;Harpacticoida;;347289;347289;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106770;86506;Idyella;Sars G.O., 1905;Genus;Idyella;1;86506;1;115477;1;;86444;86444;Harpacticoida;Sars G.O.;1905;96582;0;1;;;;;Tisbidae;Harpacticoida;;115477;115477;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106805;86513;Neoscutellidium;Zwerner, 1967;Genus;Neoscutellidium;1;86513;1;150167;1;;86444;86444;Harpacticoida;Zwerner;1967;96583;0;1;;;;;Tisbidae;Harpacticoida;;150167;150167;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106825;86515;Paraidya;Huys, 2009;Genus;Paraidya;1;86515;1;534131;1;;86444;86444;Harpacticoida;Huys;2009;96585;0;1;;;;;Tisbidae;Harpacticoida;;534131;534131;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106845;86519;Peresime;Dinet, 1974;Genus;Peresime;1;86519;1;115479;1;;86444;86444;Harpacticoida;Dinet;1974;96586;0;1;;;;;Tisbidae;Harpacticoida;;115479;115479;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106855;86521;Pseudozosime;Scott T., 1912;Genus;Pseudozosime;1;86521;1;293071;1;;86444;86444;Harpacticoida;Scott T.;1912;96587;0;1;;;;;Tisbidae;Harpacticoida;;293071;293071;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106865;86523;Sacodiscus;Wilson C.B., 1924;Genus;Sacodiscus;1;86523;1;115480;1;;86444;86444;Harpacticoida;Wilson C.B.;1924;96588;0;1;;;;;Tisbidae;Harpacticoida;;115480;115480;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106990;86526;Tachidiopsis;Sars G.O., 1911;Genus;Tachidiopsis;1;86526;1;115483;1;;86444;86444;Harpacticoida;Sars G.O.;1911;96591;0;1;;;;;Tisbidae;Harpacticoida;;115483;115483;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;107230;86535;Tisbella;Gurney, 1927;Genus;Tisbella;1;86535;1;150160;1;;86444;86444;Harpacticoida;Gurney;1927;96593;0;1;;;;;Tisbidae;Harpacticoida;;150160;150160;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;107245;86538;Tisbintra;Sewell, 1940;Genus;Tisbintra;1;86538;1;203930;1;;86444;86444;Harpacticoida;Sewell;1940;96594;0;1;;;;;Tisbidae;Harpacticoida;;203930;203930;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;107260;86541;Tisbisoma;Bozic, 1964;Genus;Tisbisoma;1;86541;1;150148;1;;86444;86444;Harpacticoida;Bozic;1964;96595;0;1;;;;;Tisbidae;Harpacticoida;;150148;150148;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102160;86545;Euterpina;Norman, 1903;Genus;Euterpina;1;86545;1;115348;1;;621269;621269;Harpacticoida;Norman;1903;96459;0;1;;;;;Euterpinidae;Harpacticoida;;115348;115348;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105625;86547;Microarthridion;Lang, 1944;Genus;Microarthridion;1;86547;1;115443;1;;86544;86544;Harpacticoida;Lang;1944;96549;0;1;;;;;Tachidiidae;Harpacticoida;;115443;115443;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105665;86557;Tachidius;Lilljeborg, 1853;Genus;Tachidius;1;86557;1;115444;1;;86544;86544;Harpacticoida;Lilljeborg;1853;96550;0;1;;;;;Tachidiidae;Harpacticoida;;115444;115444;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105265;86561;Danielssenia;Boeck, 1873;Genus;Danielssenia;1;86561;1;115287;1;;621279;621279;Harpacticoida;Boeck;1873;96540;0;1;;;;;Pseudotachidiidae;Harpacticoida;;115287;115287;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;106685;86573;Thompsonula;Scott T., 1905;Genus;Thompsonula;1;86573;1;115472;1;;621285;621285;Harpacticoida;Scott T.;1905;96577;0;1;;;;;Thompsonulidae;Harpacticoida;;115472;115472;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105615;86578;Cithadius;Bowman, 1972;Genus;Cithadius;1;86578;1;150009;1;;86544;86544;Harpacticoida;Bowman;1972;96548;0;1;;;;;Tachidiidae;Harpacticoida;;150009;150009;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105420;86580;Leptotachidia;Becker, 1974;Genus;Leptotachidia;1;86580;1;115290;1;;621279;621279;Harpacticoida;Becker;1974;96542;0;1;;;;;Pseudotachidiidae;Harpacticoida;;115290;115290;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105430;86582;Micropsammis;Gee & Huys, 1991;Genus;Micropsammis;1;86582;1;115291;1;;621279;621279;Harpacticoida;Gee & Huys;1991;96543;0;1;;;;;Pseudotachidiidae;Harpacticoida;;115291;115291;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105445;86585;Paradanielssenia;Soyer, 1970;Genus;Paradanielssenia;1;86585;1;115293;1;;621279;621279;Harpacticoida;Soyer;1970;96544;0;1;;;;;Pseudotachidiidae;Harpacticoida;;115293;115293;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;105460;86587;Psammis;Sars G.O., 1910;Genus;Psammis;1;86587;1;115296;1;;621279;621279;Harpacticoida;Sars G.O.;1910;96545;0;1;;;;;Pseudotachidiidae;Harpacticoida;;115296;115296;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103525;86594;Paralaophonte;Lang, 1944;Genus;Paralaophonte;1;86594;1;534145;1;;86593;86593;Harpacticoida;Lang;1944;96492;0;1;;;;;Laophontidae;Harpacticoida;;534145;115379;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103490;86622;Onychocamptus;Daday, 1903;Genus;Onychocamptus;1;86622;1;115378;1;;86593;86593;Harpacticoida;Daday;1903;96491;0;1;;;;;Laophontidae;Harpacticoida;;115378;115378;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102810;86635;Esola;Edwards C., 1891;Genus;Esola;1;86635;1;115368;1;;86593;86593;Harpacticoida;Edwards C.;1891;96477;0;1;;;;;Laophontidae;Harpacticoida;;115368;115368;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103375;86644;Laophontodes;Scott, 1892;Genus;Laophontodes;1;86644;1;205994;1;;86593;86593;Harpacticoida;Scott;1892;96486;0;1;;;;;Laophontidae;Harpacticoida;;205994;115218;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103690;86656;Pholenota;Vervoort, 1964;Genus;Pholenota;1;86656;1;150033;1;;86593;86593;Harpacticoida;Vervoort;1964;96494;0;1;;;;;Laophontidae;Harpacticoida;;150033;150033;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103125;86658;Laophonte;Philippi, 1840;Genus;Laophonte;1;86658;1;115374;1;;86593;86593;Harpacticoida;Philippi;1840;96484;0;1;;;;;Laophontidae;Harpacticoida;;115374;115374;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;104305;86703;Normanella;Brady, 1880;Genus;Normanella;1;86703;1;115413;1;;621276;621276;Harpacticoida;Brady;1880;96518;0;1;;;;;Normanellidae;Harpacticoida;;115413;115413;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103795;86719;Pseudonychocamptus;Lang, 1944;Genus;Pseudonychocamptus;1;86719;1;115386;1;;86593;86593;Harpacticoida;Lang;1944;96502;0;1;;;;;Laophontidae;Harpacticoida;;115386;115386;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102770;86729;Echinolaophonte;Nicholls, 1941;Genus;Echinolaophonte;1;86729;1;115367;1;;86593;86593;Harpacticoida;Nicholls;1941;96476;0;1;;;;;Laophontidae;Harpacticoida;;115367;115367;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102880;86737;Heterolaophonte;Lang, 1948;Genus;Heterolaophonte;1;86737;1;115371;1;;86593;86593;Harpacticoida;Lang;1948;96480;0;1;;;;;Laophontidae;Harpacticoida;;115371;115371;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102615;86787;Afrolaophonte;Chappuis, 1960;Genus;Afrolaophonte;1;86787;1;115360;1;;86593;86593;Harpacticoida;Chappuis;1960;96469;0;1;;;;;Laophontidae;Harpacticoida;;115360;115360;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102640;86792;Apolethon;Wells, 1967;Genus;Apolethon;1;86792;1;149985;1;;86593;86593;Harpacticoida;Wells;1967;96470;0;1;;;;;Laophontidae;Harpacticoida;;149985;149985;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102655;86795;Arenolaophonte;Lang, 1965;Genus;Arenolaophonte;1;86795;1;149981;1;;86593;86593;Harpacticoida;Lang;1965;96471;0;1;;;;;Laophontidae;Harpacticoida;;149981;149981;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102665;86797;Asellopsis;Brady & Robertson D., 1873;Genus;Asellopsis;1;86797;1;115363;1;;86593;86593;Harpacticoida;Brady & Robertson D.;1873;96472;0;1;;;;;Laophontidae;Harpacticoida;;115363;115363;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102740;86812;Coullia;Hamond, 1973;Genus;Coullia;1;86812;1;115366;1;;86593;86593;Harpacticoida;Hamond;1973;96474;0;1;;;;;Laophontidae;Harpacticoida;;115366;115366;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102755;86815;Donsiella;Stephensen, 1936;Genus;Donsiella;1;86815;1;115461;1;;86593;86593;Harpacticoida;Stephensen;1936;96475;0;1;;;;;Laophontidae;Harpacticoida;;115461;115461;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102855;86817;Harrietella;Scott T., 1906;Genus;Harrietella;1;86817;1;115369;1;;86593;86593;Harpacticoida;Scott T.;1906;96478;0;1;;;;;Laophontidae;Harpacticoida;;115369;115369;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;102865;86820;Hemilaophonte;Jakubisiak, 1932;Genus;Hemilaophonte;1;86820;1;115370;1;;86593;86593;Harpacticoida;Jakubisiak;1932;96479;0;1;;;;;Laophontidae;Harpacticoida;;115370;115370;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103075;86823;Klieonychocamptoides;Noodt, 1958;Genus;Klieonychocamptoides;1;86823;1;115372;1;;86593;86593;Harpacticoida;Noodt;1958;96482;0;1;;;;;Laophontidae;Harpacticoida;;115372;115372;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103090;86826;Klieonychocamptus;Noodt, 1958;Genus;Klieonychocamptus;1;86826;1;115373;1;;86593;86593;Harpacticoida;Noodt;1958;96483;0;1;;;;;Laophontidae;Harpacticoida;;115373;115373;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103355;86833;Laophontina;Norman & Scott T., 1905;Genus;Laophontina;1;86833;1;115375;1;;86593;86593;Harpacticoida;Norman & Scott T.;1905;96485;0;1;;;;;Laophontidae;Harpacticoida;;115375;115375;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103875;86837;Laophontopsis;Sars G.O., 1908;Genus;Laophontopsis;1;86837;1;115390;1;;621272;621272;Harpacticoida;Sars G.O.;1908;96506;0;1;;;;;Laophontopsidae;Harpacticoida;;115390;115390;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103435;86840;Lobitella;Monard, 1934;Genus;Lobitella;1;86840;1;347421;1;;86593;86593;Harpacticoida;Monard;1934;96487;0;1;;;;;Laophontidae;Harpacticoida;;347421;347421;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103445;86842;Loureirophonte;Jakobi, 1953;Genus;Loureirophonte;1;86842;1;115377;1;;86593;86593;Harpacticoida;Jakobi;1953;96488;0;1;;;;;Laophontidae;Harpacticoida;;115377;115377;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103460;86845;Microlaophonte;Vervoort, 1964;Genus;Microlaophonte;1;86845;1;149980;1;;86593;86593;Harpacticoida;Vervoort;1964;96489;0;1;;;;;Laophontidae;Harpacticoida;;149980;149980;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103475;86848;Mictyricola;Nicholls, 1957;Genus;Mictyricola;1;86848;1;149979;1;;86593;86593;Harpacticoida;Nicholls;1957;96490;0;1;;;;;Laophontidae;Harpacticoida;;149979;149979;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103660;86851;Paronychocamptus;Lang, 1944_;Genus;Paronychocamptus;1;86851;1;582523;1;;86593;86593;Harpacticoida;Lang,;;96493;0;1;;;;;Laophontidae;Harpacticoida;;582523;115380;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103700;86857;Phycolaophonte;Pallares, 1975;Genus;Phycolaophonte;1;86857;1;150070;1;;86593;86593;Harpacticoida;Pallares;1975;96495;0;1;;;;;Laophontidae;Harpacticoida;;150070;115366;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103710;86859;Pilifera;Noodt, 1952;Genus;Pilifera;1;86859;1;115381;1;;86593;86593;Harpacticoida;Noodt;1952;96496;0;1;;;;;Laophontidae;Harpacticoida;;115381;115381;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103720;86861;Platychelipus;Brady, 1880;Genus;Platychelipus;1;86861;1;115382;1;;86593;86593;Harpacticoida;Brady;1880;96497;0;1;;;;;Laophontidae;Harpacticoida;;115382;115382;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103740;86865;Psammolaophonte;Wells, 1967;Genus;Psammolaophonte;1;86865;1;149983;1;;86593;86593;Harpacticoida;Wells;1967;96498;0;1;;;;;Laophontidae;Harpacticoida;;149983;149983;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103750;86867;Pseudocleta;Lang, 1944;Genus;Pseudocleta;1;86867;1;347861;1;;86593;86593;Harpacticoida;Lang;1944;96499;0;1;;;;;Laophontidae;Harpacticoida;;347861;347861;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103775;86873;Pseudolaophonte;Scott A., 1896;Genus;Pseudolaophonte;1;86873;1;115385;1;;86593;86593;Harpacticoida;Scott A.;1896;96501;0;1;;;;;Laophontidae;Harpacticoida;;115385;115385;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103830;86876;Sarsocletodes;Wilson C.B., 1924;Genus;Sarsocletodes;1;86876;1;115185;1;;86593;86593;Harpacticoida;Wilson C.B.;1924;96503;0;1;;;;;Laophontidae;Harpacticoida;;115185;115185;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103845;86879;Stygolaophonte;Lang, 1965;Genus;Stygolaophonte;1;86879;1;149982;1;;86593;86593;Harpacticoida;Lang;1965;96504;0;1;;;;;Laophontidae;Harpacticoida;;149982;149982;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103855;86881;Tapholeon;Wells, 1967;Genus;Tapholeon;1;86881;1;149984;1;;86593;86593;Harpacticoida;Wells;1967;96505;0;1;;;;;Laophontidae;Harpacticoida;;149984;149984;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103065;86884;Hoplolaophonte;Hamond, 1973;Genus;Hoplolaophonte;1;86884;1;149986;1;;86593;86593;Harpacticoida;Hamond;1973;96481;0;1;;;;;Laophontidae;Harpacticoida;;149986;149986;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;104215;86887;Metis;H. Adams & A. Adams, 1857;Genus;Metis;1;86887;1;516073;1;;86886;86886;Harpacticoida;H. Adams & A. Adams;1857;96513;0;1;;;;;Metidae;Harpacticoida;;516073;138647;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;99180;86899;Cylindropsyllus;Brady, 1880;Genus;Cylindropsyllus;1;86899;1;115276;1;;86898;86898;Harpacticoida;Brady;1880;96399;0;1;;;;;Cylindropsyllidae;Harpacticoida;;115276;115276;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;99220;86903;Paraleptastacus;Wilson C.B., 1932;Genus;Paraleptastacus;1;86903;1;115397;1;;86898;86898;Harpacticoida;Wilson C.B.;1932;96401;0;1;;;;;Cylindropsyllidae;Harpacticoida;;115397;115397;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;99350;86918;Stenocaris;Sars G.O., 1909_;Genus;Stenocaris;1;86918;1;723587;1;;86898;86898;Harpacticoida;Sars G.O.,;;96404;0;1;;;;;Cylindropsyllidae;Harpacticoida;;723587;115280;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;99170;86930;Arenocaris;Nicholls, 1935;Genus;Arenocaris;1;86930;1;115393;1;;86898;86898;Harpacticoida;Nicholls;1935;96398;0;1;;;;;Cylindropsyllidae;Harpacticoida;;115393;115393;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103990;86932;Arenopontia;Kunz, 1937;Genus;Arenopontia;1;86932;1;115220;1;;621275;621275;Harpacticoida;Kunz;1937;96508;0;1;;;;;Leptopontiidae;Harpacticoida;;115220;115220;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;99205;86957;Ichnusella;Cottarelli, 1971;Genus;Ichnusella;1;86957;1;115434;1;;86898;86898;Harpacticoida;Cottarelli;1971;96400;0;1;;;;;Cylindropsyllidae;Harpacticoida;;115434;534107;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;103900;86960;Leptastacus;Scott T., 1906;Genus;Leptastacus;1;86960;1;115394;1;;621274;621274;Harpacticoida;Scott T.;1906;96507;0;1;;;;;Leptastacidae;Harpacticoida;;115394;115394;;NB;19/4/2016 00:00:00;;;;;;;0
Harpacticoida;104105;86978;Leptopontia;Scott T., 1902;Genus;Leptopontia;1;86978;1;115401;1;;621275;621275;Harpacticoida;Scott T.;1902;96509;0;1;;;;;Leptopontiidae;Harpacticoida;;115401;115401;;NB;19/4/2016 00:00:00;;;;;;;0
